ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S57-A37,sat4,Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A38,sat4,Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A39,sat4,Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A40,sat4,Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A41,sat4,Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A42,sat4,Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A43,sat4,Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A44,sat4,Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A45,sat4,Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A46,sat4,Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A47,sat4,Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A48,sat4,Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A54,sat4,Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A53,sat4,Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A52,sat4,Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A51,sat4,Standard,1.00E-05,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A50,sat4,Standard,1.00E-05,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A49,sat4,Standard,1.00E-05,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A60,sat4,Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A59,sat4,Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A58,sat4,Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A57,sat4,Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A56,sat4,Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A55,sat4,Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A66,sat4,Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A65,sat4,Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A64,sat4,Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A63,sat4,Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A62,sat4,Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A61,sat4,Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A72,sat4,Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A71,sat4,Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A70,sat4,Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A69,sat4,Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A68,sat4,Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A67,sat4,Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A78,sat4,Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A77,sat4,Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A76,sat4,Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A75,sat4,Standard,1.00E-05,sat4,Test,16.79577281,1.17E-05,1,Pass,0.002436086,77.24338047,999,1
S57-A74,sat4,Standard,1.00E-05,sat4,Test,16.42688438,1.50E-05,1,Pass,0.002436086,77.26806494,999,1
S57-A73,sat4,Standard,1.00E-05,sat4,Test,16.79354109,1.17E-05,1,Pass,0.002436086,77.25025028,999,1
S57-A84,sat4,Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A83,sat4,Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A82,sat4,Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A81,sat4,Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A80,sat4,Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A79,sat4,Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A90,sat4,Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A89,sat4,Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A88,sat4,Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A87,sat4,Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A86,sat4,Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A85,sat4,Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A96,sat4,Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A95,sat4,Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A94,sat4,Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A93,sat4,Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A92,sat4,Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S57-A91,sat4,Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A01,erm(F),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A02,erm(F),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A03,erm(F),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A04,erm(F),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A05,erm(F),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A06,erm(F),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A07,erm(F),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A08,erm(F),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A09,erm(F),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A10,erm(F),Standard,0.0001,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A11,erm(F),Standard,0.0001,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A12,erm(F),Standard,0.0001,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A13,erm(F),Standard,0.0001,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A14,erm(F),Standard,0.0001,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A15,erm(F),Standard,0.0001,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A16,erm(F),Standard,0.0001,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A17,erm(F),Standard,0.0001,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A18,erm(F),Standard,0.0001,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A19,erm(F),Standard,0.0001,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A20,erm(F),Standard,0.0001,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A21,erm(F),Standard,0.0001,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A22,erm(F),Standard,0.0001,sulIII-marko,Test,6.774448484,0.000139931,1,Pass,0.002436086,73.43058429,999,1
S39-A23,erm(F),Standard,0.0001,sulIII-marko,Test,6.626862307,7.05E-05,1,Pass,0.002436086,73.35141422,999,1
S39-A24,erm(F),Standard,0.0001,sulIII-marko,Test,6.238372391,1.16E-05,1,Pass,0.002436086,73.43571304,999,1
S39-A25,erm(F),Standard,0.0001,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A26,erm(F),Standard,0.0001,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A27,erm(F),Standard,0.0001,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A28,erm(F),Standard,0.0001,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A29,erm(F),Standard,0.0001,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A30,erm(F),Standard,0.0001,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A31,erm(F),Standard,0.0001,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A32,erm(F),Standard,0.0001,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A33,erm(F),Standard,0.0001,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A34,erm(F),Standard,0.0001,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A35,erm(F),Standard,0.0001,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A36,erm(F),Standard,0.0001,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A37,erm(F),Standard,0.0001,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A38,erm(F),Standard,0.0001,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A39,erm(F),Standard,0.0001,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A40,erm(F),Standard,0.0001,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A41,erm(F),Standard,0.0001,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A42,erm(F),Standard,0.0001,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A43,erm(F),Standard,0.0001,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A44,erm(F),Standard,0.0001,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A45,erm(F),Standard,0.0001,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A46,erm(F),Standard,0.0001,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A47,erm(F),Standard,0.0001,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A48,erm(F),Standard,0.0001,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A54,erm(F),Standard,0.0001,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A53,erm(F),Standard,0.0001,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A52,erm(F),Standard,0.0001,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A51,erm(F),Standard,0.0001,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A50,erm(F),Standard,0.0001,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A49,erm(F),Standard,0.0001,tet(36),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A60,erm(F),Standard,0.0001,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A59,erm(F),Standard,0.0001,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A58,erm(F),Standard,0.0001,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A57,erm(F),Standard,0.0001,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A56,erm(F),Standard,0.0001,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A55,erm(F),Standard,0.0001,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A66,erm(F),Standard,0.0001,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A65,erm(F),Standard,0.0001,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A64,erm(F),Standard,0.0001,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A63,erm(F),Standard,0.0001,erm(F),Test,12.55195914,0.000102497,1,Pass,0.002436086,79.83640659,999,1
S39-A62,erm(F),Standard,0.0001,erm(F),Test,12.55377428,0.000102372,1,Pass,0.002436086,79.84959059,999,1
S39-A61,erm(F),Standard,0.0001,erm(F),Test,12.6100321,9.86E-05,1,Pass,0.002436086,79.8551249,999,1
S39-A72,erm(F),Standard,0.0001,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A71,erm(F),Standard,0.0001,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A70,erm(F),Standard,0.0001,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A69,erm(F),Standard,0.0001,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A68,erm(F),Standard,0.0001,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A67,erm(F),Standard,0.0001,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A78,erm(F),Standard,0.0001,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A77,erm(F),Standard,0.0001,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A76,erm(F),Standard,0.0001,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A75,erm(F),Standard,0.0001,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A74,erm(F),Standard,0.0001,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A73,erm(F),Standard,0.0001,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A84,erm(F),Standard,0.0001,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A83,erm(F),Standard,0.0001,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A82,erm(F),Standard,0.0001,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A81,erm(F),Standard,0.0001,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A80,erm(F),Standard,0.0001,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A79,erm(F),Standard,0.0001,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A90,erm(F),Standard,0.0001,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A89,erm(F),Standard,0.0001,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A88,erm(F),Standard,0.0001,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A87,erm(F),Standard,0.0001,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A86,erm(F),Standard,0.0001,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A85,erm(F),Standard,0.0001,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A96,erm(F),Standard,0.0001,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A95,erm(F),Standard,0.0001,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A94,erm(F),Standard,0.0001,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A93,erm(F),Standard,0.0001,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A92,erm(F),Standard,0.0001,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S39-A91,erm(F),Standard,0.0001,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A01,tet(36),Standard,1.00E-05,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A02,tet(36),Standard,1.00E-05,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A03,tet(36),Standard,1.00E-05,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A04,tet(36),Standard,1.00E-05,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A05,tet(36),Standard,1.00E-05,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A06,tet(36),Standard,1.00E-05,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A07,tet(36),Standard,1.00E-05,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A08,tet(36),Standard,1.00E-05,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A09,tet(36),Standard,1.00E-05,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A10,tet(36),Standard,1.00E-05,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A11,tet(36),Standard,1.00E-05,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A12,tet(36),Standard,1.00E-05,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A13,tet(36),Standard,1.00E-05,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A14,tet(36),Standard,1.00E-05,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A15,tet(36),Standard,1.00E-05,tet33_241_388,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A16,tet(36),Standard,1.00E-05,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A17,tet(36),Standard,1.00E-05,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A18,tet(36),Standard,1.00E-05,tetM,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A19,tet(36),Standard,1.00E-05,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A20,tet(36),Standard,1.00E-05,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A21,tet(36),Standard,1.00E-05,sul1 NEW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A22,tet(36),Standard,1.00E-05,sulIII-marko,Test,6.146485396,7.56E-06,1,Pass,0.002436086,73.43357468,999,1
S56-A23,tet(36),Standard,1.00E-05,sulIII-marko,Test,5.813726872,1.61E-06,1,Pass,0.002436086,73.43919018,999,1
S56-A24,tet(36),Standard,1.00E-05,sulIII-marko,Test,5.398998126,2.34E-07,1,Pass,0.002436086,73.33565722,999,1
S56-A25,tet(36),Standard,1.00E-05,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A26,tet(36),Standard,1.00E-05,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A27,tet(36),Standard,1.00E-05,aphA3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A28,tet(36),Standard,1.00E-05,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A29,tet(36),Standard,1.00E-05,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A30,tet(36),Standard,1.00E-05,tetL,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A31,tet(36),Standard,1.00E-05,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A32,tet(36),Standard,1.00E-05,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A33,tet(36),Standard,1.00E-05,erm(B),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A34,tet(36),Standard,1.00E-05,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A35,tet(36),Standard,1.00E-05,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A36,tet(36),Standard,1.00E-05,intI1F165_clinical,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A37,tet(36),Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A38,tet(36),Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A39,tet(36),Standard,1.00E-05,erm(35),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A40,tet(36),Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A41,tet(36),Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A42,tet(36),Standard,1.00E-05,tetX,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A43,tet(36),Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A44,tet(36),Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A45,tet(36),Standard,1.00E-05,ermT,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A46,tet(36),Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A47,tet(36),Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A48,tet(36),Standard,1.00E-05,intl2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A54,tet(36),Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A53,tet(36),Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A52,tet(36),Standard,1.00E-05,tnpA2,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A51,tet(36),Standard,1.00E-05,tet(36),Test,17.46634692,9.20E-06,1,Pass,0.002436086,80.66015591,999,1
S56-A50,tet(36),Standard,1.00E-05,tet(36),Test,17.17188889,1.12E-05,1,Pass,0.002436086,80.69298677,999,1
S56-A49,tet(36),Standard,1.00E-05,tet(36),Test,17.18042496,1.11E-05,1,Pass,0.002436086,80.62691924,999,1
S56-A60,tet(36),Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A59,tet(36),Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A58,tet(36),Standard,1.00E-05,intl3,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A57,tet(36),Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A56,tet(36),Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A55,tet(36),Standard,1.00E-05,aadD,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A66,tet(36),Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A65,tet(36),Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A64,tet(36),Standard,1.00E-05,tnpA5,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A63,tet(36),Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A62,tet(36),Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A61,tet(36),Standard,1.00E-05,erm(F),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A72,tet(36),Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A71,tet(36),Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A70,tet(36),Standard,1.00E-05,erm(Q),Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A69,tet(36),Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A68,tet(36),Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A67,tet(36),Standard,1.00E-05,aadE,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A78,tet(36),Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A77,tet(36),Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A76,tet(36),Standard,1.00E-05,tnpA6,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A75,tet(36),Standard,1.00E-05,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A74,tet(36),Standard,1.00E-05,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A73,tet(36),Standard,1.00E-05,sat4,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A84,tet(36),Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A83,tet(36),Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A82,tet(36),Standard,1.00E-05,tet44,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A81,tet(36),Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A80,tet(36),Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A79,tet(36),Standard,1.00E-05,tetQ,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A90,tet(36),Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A89,tet(36),Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A88,tet(36),Standard,1.00E-05,sulA/folP,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A87,tet(36),Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A86,tet(36),Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A85,tet(36),Standard,1.00E-05,aac3-Via,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A96,tet(36),Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A95,tet(36),Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A94,tet(36),Standard,1.00E-05,IS6100,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A93,tet(36),Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A92,tet(36),Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S56-A91,tet(36),Standard,1.00E-05,tetW,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A01,erm(35),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A02,erm(35),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A03,erm(35),Standard,0.0001,16S_155y_1392,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A04,erm(35),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A05,erm(35),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A06,erm(35),Standard,0.0001,tetO,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A07,erm(35),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A08,erm(35),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A09,erm(35),Standard,0.0001,sul2,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A10,erm(35),Standard,0.0001,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
S38-A11,erm(35),Standard,0.0001,tetT,Test,999,-1,0,Flag,0.002436086,999,999,0
